Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
75 	 80 	 0.000000006075000 	 0.000000001381910 	 2.701282799016521 	 18.727 	 13462.6039 	 164609053.4979423881 	 0.000000000453000
100 	 80 	 0.000000004462500 	 0.000000001130653 	 2.946853962563483 	 19.672 	  5552.0995 	 224089635.8543417454 	 0.000000000414000
2 	 20 	 0.000000252000000 	 0.000000017085427 	 0.890604753130297 	 32.501 	 22105.2632 	 3968253.9682539683 	 0.000000000468000
5 	 20 	 0.000000024400000 	 0.000000006188839 	 0.806507400280527 	 13.191 	 11482.3529 	 40983606.5573770478 	 0.000000000360000
8 	 20 	 0.000000036800000 	 0.000000008622058 	 1.797753247804806 	 16.139 	 12390.5724 	 27173913.0434782617 	 0.000000000388000
10 	 20 	 0.000000036050000 	 0.000000007696377 	 2.005928662236179 	 17.804 	 12604.8951 	 27739251.0402219146 	 0.000000000390000
15 	 20 	 0.000000024000000 	 0.000000005289606 	 2.067967693026990 	 19.461 	  7476.6355 	 41666666.6666666716 	 0.000000000419000
25 	 20 	 0.000000020100000 	 0.000000004522613 	 2.946853962563496 	 21.412 	  4685.3147 	 49751243.7810945213 	 0.000000000377000
50 	 20 	 0.000000023950000 	 0.000000002512563 	 3.274282180626089 	 35.469 	  2589.1892 	 41753653.4446764067 	 0.000000000471000
75 	 20 	 0.000000005500000 	 0.000000001155779 	 2.259254704631997 	 23.927 	   839.6947 	 181818181.8181818128 	 0.000000000423000
100 	 20 	 0.000000004205000 	 0.000000000830468 	 2.164472852034924 	 26.193 	   852.0770 	 237812128.4185493290 	 0.000000000449000
2 	 5 	 0.000069480000000 	 0.000000039143084 	 2.040394790453279 	 38.052 	     1.0158 	 14392.6309729419 	 0.000000000482000
5 	 5 	 0.000000061200000 	 0.000000014387728 	 1.874957375011147 	 20.414 	 21103.4483 	 16339869.2810457498 	 0.000000000436000
8 	 5 	 0.000000052400000 	 0.000000012060302 	 2.514648714720842 	 24.156 	  4493.9966 	 19083969.4656488560 	 0.000000000506000
10 	 5 	 0.000000112600000 	 0.000000012060302 	 3.143310893401052 	 36.783 	  1685.6287 	 8880994.6714031957 	 0.000000000504000
15 	 5 	 0.000000030600000 	 0.000000002412060 	 0.942993268020315 	 48.892 	   822.5806 	 32679738.5620914996 	 0.000000000469000
25 	 5 	 0.000000018900000 	 0.000000003438244 	 2.240298334112585 	 31.739 	   875.0000 	 52910052.9100529104 	 0.000000000474000
50 	 5 	 0.000000002400000 	 0.000000000441153 	 0.574895018661503 	 29.507 	   427.0463 	 416666666.6666666269 	 0.000000000455000
75 	 5 	 0.000000005880000 	 0.000000001068500 	 2.088647369957263 	 34.344 	   579.8817 	 170068027.2108843625 	 0.000000000444000
100 	 5 	 0.000000002340000 	 0.000000000381910 	 0.995381782910334 	 35.692 	   267.1233 	 427350427.3504273891 	 0.000000000478000
2 	 80 	 0.000000036250000 	 0.000000006612007 	 0.344661282171167 	 8.485 	 60291.0603 	 27586206.8965517208 	 0.000000000397000
5 	 80 	 0.000000049375000 	 0.000000006281407 	 0.818570545156523 	 22.933 	 20050.7614 	 20253164.5569620244 	 0.000000000414000
8 	 80 	 0.000000019625000 	 0.000000003993652 	 0.832701657725536 	 14.164 	 22175.1412 	 50955414.0127388537 	 0.000000000371000
10 	 80 	 0.000000016250000 	 0.000000003808516 	 0.992624492652959 	 15.162 	 19287.8338 	 61538461.5384615362 	 0.000000000404000
15 	 80 	 0.000000015750000 	 0.000000003894472 	 1.522541213991135 	 15.194 	 22066.5499 	 63492063.4920634925 	 0.000000000394000
25 	 80 	 0.000000011462500 	 0.000000002512563 	 1.637141090313044 	 18.030 	 13465.4919 	 87241003.2715376318 	 0.000000000356000
50 	 80 	 0.000000008675000 	 0.000000002010050 	 2.619425744500876 	 17.054 	  8729.5597 	 115273775.2161383331 	 0.000000000405000
75 	 80 	 0.000000005012500 	 0.000000001130653 	 2.210140471922612 	 19.499 	  5154.2416 	 199501246.8827930093 	 0.000000000421000
100 	 80 	 0.000000004037500 	 0.000000001005025 	 2.619425744500877 	 19.429 	  3076.1905 	 247678018.5758513808 	 0.000000000428000
2 	 20 	 0.000000034000000 	 0.000000011002380 	 0.573516373532818 	 2.770 	 50370.3704 	 29411764.7058823556 	 0.000000000368000
5 	 20 	 0.000000029250000 	 0.000000007537688 	 0.982284654187829 	 14.127 	 17835.3659 	 34188034.1880341843 	 0.000000000417000
8 	 20 	 0.000000018900000 	 0.000000005527638 	 1.152547327580387 	 12.422 	 99473.6842 	 52910052.9100529104 	 0.000000000398000
10 	 20 	 0.000000029050000 	 0.000000007537688 	 1.964569308375658 	 17.264 	 17189.3491 	 34423407.9173838198 	 0.000000000389000
15 	 20 	 0.000000026700000 	 0.000000005845015 	 2.285104300794820 	 18.924 	  9604.3165 	 37453183.5205992460 	 0.000000000404000
25 	 20 	 0.000000011300000 	 0.000000002512563 	 1.637141090313051 	 24.599 	  2618.7717 	 88495575.2212389410 	 0.000000000431000
50 	 20 	 0.000000004755000 	 0.000000000994446 	 1.295926420963578 	 22.756 	  1300.9576 	 210304942.1661409140 	 0.000000000432000
75 	 20 	 0.000000004740000 	 0.000000000970643 	 1.897360358352266 	 25.859 	  1250.6596 	 210970464.1350210905 	 0.000000000445000
100 	 20 	 0.000000003950000 	 0.000000000811955 	 2.116220272530962 	 25.807 	   790.7908 	 253164556.9620253146 	 0.000000000439000
2 	 5 	 0.000000280000000 	 0.000000014070352 	 0.733439208460244 	 43.541 	  5511.8110 	 3571428.5714285718 	 0.000000000487000
5 	 5 	 0.000000071600000 	 0.000000018090452 	 2.357483170050786 	 15.774 	 397777.7778 	 13966480.4469273761 	 0.000000000475000
8 	 5 	 0.000000129600000 	 0.000000012060302 	 2.514648714720833 	 37.273 	  4180.6452 	 7716049.3827160494 	 0.000000000463000
