Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
5 	 20 	 0.000000010000000 	 0.000000002013400 	 0.262379145407502 	 3.365 	 285714.2857 	 100000000.0000000000 	 0.000000000601000
8 	 20 	 0.000000016950000 	 0.000000001507538 	 0.314331089340103 	 16.243 	  1164.9485 	 58997050.1474926248 	 0.000000000714000
10 	 20 	 0.000000006050000 	 0.000000001388610 	 0.361917323698534 	 2.990 	 13444.4444 	 165289256.1983470917 	 0.000000000547000
15 	 20 	 0.000000005150000 	 0.000000000877722 	 0.343144772529611 	 4.232 	 10729.1667 	 194174757.2815534174 	 0.000000000575000
25 	 20 	 0.000000006250000 	 0.000000001206030 	 0.785827723350255 	 6.996 	  4045.3074 	 160000000.0000000000 	 0.000000000561000
50 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
75 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 20 	 0.000000001300000 	 0.000000000230151 	 0.599848495490694 	 9.898 	  2765.9574 	 769230769.2307691574 	 0.000000001020000
2 	 5 	 0.000000248000000 	 0.000000012194305 	 0.635647313998874 	 31.327 	  2945.3682 	 4032258.0645161290 	 0.000000000632000
5 	 5 	 0.000000112400000 	 0.000000010050251 	 1.309712872250426 	 12.275 	  3697.3684 	 8896797.1530249119 	 0.000000000596000
8 	 5 	 0.000000052800000 	 0.000000010050251 	 2.095540595600682 	 4.149 	 21290.3226 	 18939393.9393939413 	 0.000000000535000
10 	 5 	 0.000000079400000 	 0.000000005427136 	 1.414489902030462 	 28.592 	  1041.9948 	 12594458.4382871538 	 0.000000000641000
15 	 5 	 0.000000020600000 	 0.000000002036851 	 0.796305426328260 	 17.108 	   466.0633 	 48543689.3203883544 	 0.000000000559000
25 	 5 	 0.000000007300000 	 0.000000001132998 	 0.738241488991822 	 6.426 	 28076.9231 	 136986301.3698630035 	 0.000000000524000
50 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
75 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
2 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
5 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
