Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
75 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
2 	 5 	 0.000000079640000 	 0.000000014901186 	 0.776747737666747 	 5.880 	  5754.3353 	 12556504.2692114506 	 0.000000000494600
5 	 5 	 0.000000016590000 	 0.000000005252525 	 0.684490343537749 	 9.194 	  4046.3415 	 60277275.4671488851 	 0.000000000458500
8 	 5 	 0.000000012364000 	 0.000000001702284 	 0.354936858941359 	 17.116 	   962.9283 	 80879974.1184082925 	 0.000000000450800
10 	 5 	 0.000000011004000 	 0.000000001963549 	 0.511765271899208 	 14.084 	  2321.5190 	 90876045.0745183527 	 0.000000000553900
15 	 5 	 0.000000016704000 	 0.000000003685551 	 1.440863619473771 	 10.071 	  3762.1622 	 59865900.3831417710 	 0.000000000523300
25 	 5 	 0.000000010636000 	 0.000000002193237 	 1.429073902854309 	 12.016 	  3881.7518 	 94020308.3866115063 	 0.000000000511900
50 	 5 	 0.000000005312000 	 0.000000001007290 	 1.312664759145632 	 13.638 	   609.1743 	 188253012.0481927693 	 0.000000000499900
75 	 5 	 0.000000004792000 	 0.000000000535557 	 1.046877902761169 	 25.452 	     1.2512 	 208681135.2253756225 	 0.000000000509400
100 	 5 	 0.000000002059800 	 0.000000000370444 	 0.965497666846303 	 14.852 	   547.8191 	 485484027.5754927993 	 0.000000000668200
2 	 80 	 0.000000386000000 	 0.000000014196311 	 0.740005028590559 	 45.030 	 103139.6126 	 2590673.5751295332 	 0.000000027760000
5 	 80 	 0.000000113112500 	 0.000000009001838 	 1.173087348565133 	 30.851 	    14.7258 	 8840755.8846281357 	 0.000000000559900
8 	 80 	 0.000000023487500 	 0.000000005324989 	 1.110293701056212 	 4.739 	 6263333.3333 	 42575838.2118147984 	 0.000000000456700
